1 4.154783
2 3.795808
3 2.205201
4 1.617098
5 1.325521
6 1.239251
7 1.167910
8 1.124762
9 1.088675
10 1.067402
11 1.043816
12 1.011057
13 1.005947
14 1.008041
15 0.997613
16 0.989925
